media_id,time,media_player_time,frame,total_time,video_search_time,audio_search_time,vote_time,preprocess_time,input
video19,50,0.10351966873706005,1500,0.575127124786377,0,0.007203817367553711,0.008864402770996094,0.5590589046478271,video19_50
video1,124,0.129979035639413,3720,0.7531404495239258,0,0.007066011428833008,0.009380102157592773,0.7366943359375,video1_124
video1,164,0.1719077568134172,4920,0.6899964809417725,0,0.00600123405456543,0.009000301361083984,0.674994945526123,video1_164
video1,419,0.4392033542976939,12570,0.6279499530792236,0,0.006160259246826172,0.008648395538330078,0.6131412982940674,video1_419
video1,495,0.5188679245283019,14850,0.6426084041595459,0,0.006282329559326172,0.007444143295288086,0.6288819313049316,video1_495
video1,52,0.05450733752620545,1560,0.67472243309021,0,0.006108760833740234,0.008553028106689453,0.6600606441497803,video1_52
video20,113,0.198943661971831,3390,0.7711613178253174,0,0.010515451431274414,0.008000612258911133,0.7526452541351318,video20_113
video20,167,0.29401408450704225,5010,0.6485726833343506,0,0.005003690719604492,0.009999752044677734,0.6335692405700684,video20_167
video20,288,0.5070422535211268,8640,0.7013323307037354,0,0.005712032318115234,0.007479190826416016,0.6881411075592041,video20_288
video20,459,0.8080985915492958,13770,0.6095161437988281,0,0.006719112396240234,0.007356882095336914,0.595440149307251,video20_459
video20,526,0.926056338028169,15780,0.7470827102661133,0,0.0068988800048828125,0.0076045989990234375,0.732579231262207,video20_526
video2,131,0.16624365482233502,3930,0.6805968284606934,0,0.006052255630493164,0.0063402652740478516,0.6682043075561523,video2_131
video2,379,0.48096446700507617,11370,0.8052527904510498,0,0.00587010383605957,0.008650064468383789,0.7907326221466064,video2_379
video2,531,0.6738578680203046,15930,0.7401187419891357,0,0.008151531219482422,0.009999513626098633,0.7219676971435547,video2_531
video2,587,0.7449238578680203,17610,0.7671144008636475,0,0.006002902984619141,0.007997751235961914,0.7531137466430664,video2_587
video2,73,0.09263959390862944,2190,0.6609997749328613,0,0.006000518798828125,0.006999492645263672,0.6479997634887695,video2_73
video3,142,0.20821114369501467,4260,0.8046634197235107,0,0.008784055709838867,0.010845422744750977,0.7850339412689209,video3_142
video3,240,0.3519061583577713,7200,0.7474942207336426,0,0.010463953018188477,0.011005163192749023,0.7260251045227051,video3_240
video3,406,0.5953079178885631,12180,0.7103104591369629,0,0.007000446319580078,0.007000923156738281,0.6963090896606445,video3_406
video3,411,0.6026392961876833,12330,0.7296609878540039,0,0.006814718246459961,0.009533166885375977,0.713313102722168,video3_411
video3,412,0.6041055718475073,12360,0.6556403636932373,0,0.012520551681518555,0.006998300552368164,0.6361215114593506,video3_412
video4,22,0.021956087824351298,660,0.6540019512176514,0,0.009396076202392578,0.00798344612121582,0.636622428894043,video4_22
video4,306,0.30538922155688625,9180,0.6714725494384766,0,0.007961511611938477,0.0069887638092041016,0.656522274017334,video4_306
video4,34,0.033932135728542916,1020,0.6722304821014404,0,0.0060193538665771484,0.008589744567871094,0.6576213836669922,video4_34
video4,342,0.3413173652694611,10260,0.6493027210235596,0,0.0055615901947021484,0.004837989807128906,0.6389031410217285,video4_342
video4,577,0.5758483033932136,17310,0.8528134822845459,0,0.009643316268920898,0.01143646240234375,0.8317337036132812,video4_577
video5,178,0.2861736334405145,5340,0.739051342010498,0,0.006001472473144531,0.007998466491699219,0.7250514030456543,video5_178
video5,2,0.003215434083601286,60,0.6541218757629395,0,0.005979776382446289,0.005803346633911133,0.642338752746582,video5_2
video5,336,0.5401929260450161,10080,0.6362607479095459,0,0.006356716156005859,0.006336688995361328,0.6235673427581787,video5_336
video5,490,0.7877813504823151,14700,0.6045958995819092,0,0.00662994384765625,0.006891489028930664,0.5910744667053223,video5_490
video5,531,0.8536977491961415,15930,0.5988461971282959,0,0.005998849868774414,0.008000373840332031,0.5848469734191895,video5_531
video6,205,0.24231678486997635,6150,0.6418917179107666,0,0.005829811096191406,0.005834102630615234,0.63022780418396,video6_205
video6,481,0.5685579196217494,14430,0.6518852710723877,0,0.007745027542114258,0.010737895965576172,0.6334023475646973,video6_481
video6,483,0.5709219858156028,14490,1.0263047218322754,0,0.0057065486907958984,0.008156538009643555,1.012441635131836,video6_483
video6,519,0.6134751773049646,15570,0.7708947658538818,0,0.005997896194458008,0.00905919075012207,0.7558376789093018,video6_519
video6,568,0.6713947990543735,17040,0.8834779262542725,0,0.006489992141723633,0.005987644195556641,0.8710002899169922,video6_568
video7,375,0.5547337278106509,11250,0.8067855834960938,0,0.007867813110351562,0.0069789886474609375,0.7919387817382812,video7_375
video7,448,0.6627218934911243,13440,0.722881555557251,0,0.006604671478271484,0.006563901901245117,0.7097129821777344,video7_448
video7,511,0.7559171597633136,15330,0.6636950969696045,0,0.006003141403198242,0.007998943328857422,0.6496930122375488,video7_511
video7,565,0.8357988165680473,16950,0.6603975296020508,0,0.005763530731201172,0.00471043586730957,0.64992356300354,video7_565
video7,594,0.878698224852071,17820,0.6638762950897217,0,0.00703883171081543,0.008391141891479492,0.6484463214874268,video7_594
video8,11,0.013924050632911392,330,0.6059126853942871,0,0.005999565124511719,0.0049991607666015625,0.5949139595031738,video8_11
video8,185,0.23417721518987342,5550,0.6009950637817383,0,0.0065305233001708984,0.0054187774658203125,0.5890457630157471,video8_185
video8,195,0.2468354430379747,5850,0.6516051292419434,0,0.006119251251220703,0.008422136306762695,0.63706374168396,video8_195
video8,521,0.6594936708860759,15630,0.5923776626586914,0,0.005720376968383789,0.0064127445220947266,0.5802445411682129,video8_521
video9,105,0.13324873096446702,3150,0.6001079082489014,0,0.006040811538696289,0.007950544357299805,0.5861165523529053,video9_105
video9,134,0.1700507614213198,4020,0.6785407066345215,0,0.005990028381347656,0.007003068923950195,0.6655476093292236,video9_134
video9,136,0.17258883248730963,4080,0.6088221073150635,0,0.006350278854370117,0.0063364505767822266,0.5961353778839111,video9_136
video9,180,0.22842639593908629,5400,0.5820140838623047,0,0.0050013065338134766,0.005998849868774414,0.5710139274597168,video9_180
video9,224,0.28426395939086296,6720,0.5936980247497559,0,0.005003929138183594,0.0060002803802490234,0.5826938152313232,video9_224
